messages,clean_text,label
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",new theory argument win situation loses person dont argue ur friend kick amp say always correct,ham
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,447801259231 secret admirer looking 2 make contact find reveal think ur special call 09058094597,spam
Tomarrow final hearing on my laptop case so i cant.,tomarrow final hearing laptop case cant,ham
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,pleassssssseeeeee tel v avent done sportsx,ham
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",okay shining meant signing sound better,ham
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",although told dat baig face watch really like e watch gave co real thanx 4 everything dat done today touched,ham
U don't remember that old commercial?,remember old commercial,ham
Too late. I said i have the website. I didn't i have or dont have the slippers,late said website dont slipper,ham
I asked you to call him now ok,asked call ok,ham
Kallis wont bat in 2nd innings.,kallis wont bat 2nd inning,ham
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,didnt work oh ok goodnight fix ready time wake dearly missed good night sleep,ham
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratulation ur awarded 500 cd voucher 125gift guaranteed free entry 2 100 wkly draw txt music 87066 tncs www ldew com1win150ppmx3age16,spam
Ranjith cal drpd Deeraj and deepak 5min hold,ranjith cal drpd deeraj deepak 5min hold,ham
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovable bcums angry wid dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,ham
What you doing?how are you?,,ham
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",ups 3days also shipping company take 2wks way usps take week get lag may bribe nipost get stuff,ham
"I'm back, lemme know when you're ready",back lem know ready,ham
Don't necessarily expect it to be done before you get back though because I'm just now headin out,necessarily expect done get back though headin,ham
Mmm so yummy babe ... Nice jolt to the suzy,mmm yummy babe nice jolt suzy,ham
Where are you lover ? I need you ...,lover need,ham
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,tried contact reply offer video handset 750 anytime network min unlimited text camcorder reply call 08000930705,spam
Iï¿½ï¿½ï¿½m parked next to a MINI!!!! When are you coming in today do you think?,parked next mini coming today think,ham
Yup,yup,ham
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,anyway going shopping co si done yet dun disturb liao,ham
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,luton 0125698789 ring ur around h,ham
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,hey really horny want chat see naked text hot 69698 text charged 150pm unsubscribe text stop 69698,spam
Why you Dint come with us.,dint come u,ham
Same. Wana plan a trip sometme then,wana plan trip sometme,ham
"Not sure yet, still trying to get a hold of him",sure yet still trying get hold,ham
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,ur ringtone service changed 25 free credit go club4mobiles com choose content stop txt club stop 87070 150p wk club4 po box1146 mk45 2wt,spam
The evo. I just had to download flash. Jealous?,evo download flash jealous,ham
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,ringtone club get uk single chart mobile week choose top quality ringtone message free charge,spam
"Come to mu, we're sorting out our narcotics situation",come mu sorting narcotic situation,ham
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay,ham
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonus special 500 pound genuine hmv voucher answer 4 easy question play send hmv 86688 info www 100percent real com,spam
"Usf I guess, might as well take 1 car",usf guess might well take 1 car,ham
No objection. My bf not coming.,objection bf coming,ham
Thanx...,thanx,ham
Tell rob to mack his gf in the theater,tell rob mack gf theater,ham
"Awesome, I'll see you in a bit",awesome see bit,ham
Just sent it. So what type of food do you like?,sent type food like,ham
All done? All handed in? Celebrations in full swing yet?,done handed celebration full swing yet,ham
You got called a tool?,got called tool,ham
\Wen u miss someone,wen miss someone,ham
Ok. I asked for money how far,ok asked money far,ham
Okie...,okie,ham
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",yeah think usual guy still passed last night get ahold anybody let know throw,ham
"K, I might come by tonight then if my class lets out early",k might come tonight class let early,ham
Ok..,ok,ham
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,hi baby im cruisin girl friend 2 give call hour home thats alright fone fone love jenny xxx,ham
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",life mean lot love life love people life world call friend call world ge,ham
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",dear shall mail tonite busy street shall update tonite thing looking ok varunnathu edukkukayee raksha ollu good one real sense,ham
Hey you told your name to gautham ah?,hey told name gautham ah,ham
Haf u found him? I feel so stupid da v cam was working.,haf found feel stupid da v cam working,ham
Oops. 4 got that bit.,oops 4 got bit,ham
Are you this much buzy,much buzy,ham
I accidentally deleted the message. Resend please.,accidentally deleted message resend please,ham
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,mobile customer may claim free camera phone upgrade pay go sim card loyalty call 0845 021 3680 offer end 28thfeb c apply,spam
Unless it's a situation where YOU GO GURL would be more appropriate,unless situation go gurl would appropriate,ham
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,hurt tease make cry end life die please keep one rose grave say stupid miss nice day bslvyl,ham
I cant pick the phone right now. Pls send a message,cant pick phone right please send message,ham
Need a coffee run tomo?Can't believe it's that time of week already,need coffee run tomo believe time week already,ham
"Awesome, I remember the last time we got somebody high for the first time with diesel :V",awesome remember last time got somebody high first time diesel v,ham
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",shit really shocking scary cant imagine second def night think somewhere could crash night save taxi,ham
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,oh way food fridge want go meal tonight,ham
He is a womdarfull actor,womdarfull actor,ham
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",sm ac blind date 4u rodds1 21 aberdeen united kingdom check http img sm ac w icmb3cktz8r7 4 blind date send hide,spam
Yup... From what i remb... I think should be can book... ,yup remb think book,ham
Jos ask if u wana meet up?,jos ask wana meet,ham
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,laughing loud yes friendship hanging thread cause buy stuff,ham
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",themob check newest selection content game tone gossip babe sport keep mobile fit funky text wap 82468,spam
Where are the garage keys? They aren't on the bookshelf,garage key bookshelf,ham
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,today accept day accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy,ham
"Think ur smart ? Win ï¿½200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",think ur smart win 200 week weekly quiz text play 85222 c winnersclub po box 84 m26 3uz 16 gbp1 50 week,spam
He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,say give call friend got money definitely buying end week,ham
